cui,code,str
C0076032,P01AC04,teclozan
C3541356,P01AR,Arsenic compounds
C3541356,P01AR,"Arsenic compounds, for amoebiasis and other protozoal diseases"
C0301341,P01AR01,arsthinol
C1322006,P01AR02,difetarsone
C0301343,P01AR03,glycobiarsol
C3652863,P01AR53,"glycobiarsol, combinations"
C3653929,P01AX,Other agents against amoebiasis and other protozoal diseases
C3653929,P01AX,Other agents against amoebiasis and other protozoal diseases in ATC
C0008129,P01AX01,chiniofon
C0013974,P01AX02,emetine
C0070517,P01AX04,phanquinone
C0034403,P01AX05,mepacrine
C0165603,P01AX06,atovaquone
C0085176,P01AX07,trimetrexate
C0771436,P01AX08,tenonitrozole
C0082286,P01AX09,dehydroemetine
C0060819,P01AX10,fumagillin
C0068788,P01AX11,nitazoxanide
C3653139,P01AX52,"emetine, combinations"
C0003374,P01B,ANTIMALARIALS
C0360395,P01BA,Aminoquinoline antimalarials
C0360395,P01BA,Aminoquinolines
C0008269,P01BA01,chloroquine
C0020336,P01BA02,hydroxychloroquine
C0033126,P01BA03,primaquine
C0002641,P01BA06,amodiaquine
C0903411,P01BA07,tafenoquine
C0360396,P01BB,biguanide antimalarials
C0360396,P01BB,Biguanides
C0008241,P01BB01,proguanil
C0650171,P01BB02,cycloguanil embonate
C0939219,P01BB51,proguanil and atovaquone
C2928241,P01BB52,chloroquine and proguanil
C3653414,P01BC,Methanolquinolines
C3653414,P01BC,"Methanolquinolines, antimalarial"
C0034417,P01BC01,quinine
C0025153,P01BC02,mefloquine
C3653442,P01BD,Diaminopyrimidines
C3653442,P01BD,"Diaminopyrimidines, antimalarials"
C0034283,P01BD01,pyrimethamine
C3653083,P01BD51,"pyrimethamine, combinations"
C3653618,P01BE,"Artemisinin and derivatives, plain"
C0052430,P01BE01,artemisinin
C0052429,P01BE02,artemether
C0052432,P01BE03,artesunate
C0052427,P01BE04,artemotil
C2828299,P01BE05,artenimol
C3653691,P01BF,"Artemisinin and derivatives, combinations"
C0936150,P01BF01,artemether and lumefantrine
C3652933,P01BF02,artesunate and mefloquine
C1869889,P01BF03,artesunate and amodiaquine
C3652931,P01BF04,"artesunate, sulfalene and pyrimethamine"
C3652803,P01BF05,artenimol and piperaquine
C3652932,P01BF06,artesunate and pyronaridine
C5577408,P01BF07,artemisinin and piperaquine
C5577407,P01BF08,artemisinin and naphthoquine
C3660206,P01BF09,"artesunate, sulfadoxine and pyrimethamine"
C3653904,P01BX,Other antimalarials
C3653904,P01BX,Other antimalarials in ATC
C0120726,P01BX01,halofantrine
C4301605,P01BX02,arterolane and piperaquine
C3653734,P01C,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS
C3542963,P01CA,Nitroimidazole derivatives
C3542963,P01CA,"Nitroimidazole derivatives, antiprotozoal agents against leishmaniasis and trypanosomiasis"
C0053230,P01CA02,benznidazole
C0060304,P01CA03,fexinidazole
C3653464,P01CB,Antimony compounds
C3653464,P01CB,Antimony compounds for treatment of leishmaniasis and trypanosomiasis
C1096768,P01CB01,meglumine antimonate
C0030895,P01CB02,sodium stibogluconate
C3540041,P01CC,Nitrofuran derivatives
C3540041,P01CC,"Nitrofuran derivatives, antiprotozoal drugs"
C0028073,P01CC01,nifurtimox
C0028157,P01CC02,nitrofural
C3540774,P01CD,Arsenic compounds
C3540774,P01CD,"Arsenic compounds, for leishmaniasis and trypanosomiasis"
C0025217,P01CD01,melarsoprol
C0050436,P01CD02,acetarsol
C3653928,P01CX,Other agents against leishmaniasis and trypanosomiasis
C3653928,P01CX,Other agents against leishmaniasis and trypanosomiasis in ATC
C0030864,P01CX01,pentamidine isethionate
C0813205,P01CX02,suramin sodium
C0002260,P01CX03,eflornithine
C0068006,P01CX04,miltefosine
C0003158,P02,ANTHELMINTICS
C3653519,P02B,ANTITREMATODALS
C3653293,P02BA,Quinoline derivatives and related substances
C3653293,P02BA,"Quinoline derivatives and related substances, antitrematodals"
C0032911,P02BA01,praziquantel
C0029994,P02BA02,oxamniquine
C5419266,P02BA03,arpraziquantel
C3653404,P02BB,Organophosphorous compounds
C3653404,P02BB,"Organophosphorous compounds, antitrematodals"
C0040898,P02BB01,metrifonate
C3653893,P02BX,Other antitrematodal agents
C3653893,P02BX,Other antitrematodal agents in ATC
C0005661,P02BX01,bithionol
C0028113,P02BX02,niridazole
C0038326,P02BX03,stibophen
C0077071,P02BX04,triclabendazole
C0003391,P02C,ANTINEMATODAL AGENTS
C3653457,P02CA,Benzimidazole derivatives
C3653457,P02CA,"Benzimidazole derivatives, antinematodal"
C0025023,P02CA01,mebendazole
C0039832,P02CA02,tiabendazole
C0001911,P02CA03,albendazole
C0055709,P02CA04,ciclobendazole
C0060477,P02CA05,flubendazole
C0015821,P02CA06,fenbendazole
C3652853,P02CA51,"mebendazole, combinations"
C3653391,P02CB,Piperazine and derivatives
C3653391,P02CB,"Piperazine and derivatives, antinematodal agents"
C0031957,P02CB01,piperazine
C0012191,P02CB02,diethylcarbamazine
C3653353,P02CC,Tetrahydropyrimidine derivatives
C3653353,P02CC,"Tetrahydropyrimidine derivatives, antinematodal"
C0034235,P02CC01,pyrantel
C0069734,P02CC02,oxantel
C3653342,P02CE,Imidazothiazole derivatives
C3653342,P02CE,"Imidazothiazole derivatives, antinematodal"
C0023556,P02CE01,levamisole
C3653460,P02CF,Avermectines
C0022322,P02CF01,ivermectin
C3653902,P02CX,Other antinematodals
C3653902,P02CX,Other antinematodals in ATC
C0072804,P02CX01,pyrvinium
C0356357,P02CX02,bephenium
C0163557,P02CX03,moxidectin
C3653315,P02D,ANTICESTODALS
C3654003,P02DA,Salicylic acid derivative anticestodals
C3654003,P02DA,Salicylic acid derivatives
C0028017,P02DA01,niclosamide
C3653916,P02DX,Other anticestodals
C3653916,P02DX,Other anticestodals in ATC
C0057515,P02DX01,desaspidin
C0012082,P02DX02,dichlorophen
C3653591,P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS"
C3653492,P03A,"ECTOPARASITICIDES, INCL. SCABICIDES"
C3654002,P03AA,Sulfur containing product ectoparasiticides
C3654002,P03AA,Sulfur containing products
C0058517,P03AA01,dixanthogen
C3652675,P03AA02,potassium polysulfide
C0066033,P03AA03,mesulfen
C0012772,P03AA04,disulfiram
C0039962,P03AA05,thiram
C3653145,P03AA54,"disulfiram, combinations"
C3654001,P03AB,Chlorine containing product ectoparasiticides
C3654001,P03AB,Chlorine containing products
C0011041,P03AB01,clofenotane
C0005038,P03AB02,lindane
C3653088,P03AB51,"clofenotane, combinations"
C3653378,P03AC,"Pyrethrines, incl. synthetic compounds"
C3653378,P03AC,"Pyrethrines, incl. synthetic compounds, ectoparasiticides, incl. scabicides"
C0347993,P03AC01,pyrethrum
C0053618,P03AC02,bioallethrin
C0070585,P03AC03,phenothrin
C0070455,P03AC04,permethrin
C3653084,P03AC51,"pyrethrum, combinations"
C3653170,P03AC52,"bioallethrin, combinations"
C3652610,P03AC53,"phenothrin, combinations"
C3652615,P03AC54,"permethrin, combinations"
C3653868,P03AX,"Other ectoparasiticides, incl. scabicides"
C3653868,P03AX,"Other ectoparasiticides, incl. scabicides in ATC"
C0053289,P03AX01,benzyl benzoate
C3652530,P03AX02,copper oleinate
C0024547,P03AX03,malathion
C1365976,P03AX04,quassia
C1113707,P03AX05,dimeticone
C0005100,P03AX06,benzyl alcohol
C4519258,P03AX07,abametapir
C3653425,P03B,INSECTICIDES AND REPELLENTS
C3653291,P03BA,Pyrethrines
C0056836,P03BA01,cyfluthrin
C0056849,P03BA02,cypermethrin
C0057233,P03BA03,decamethrin
C0076295,P03BA04,tetramethrin
C3653855,P03BX,Other insecticides and repellents
C3653855,P03BX,Other insecticides and repellents in ATC
C0011134,P03BX01,diethyltoluamide
C0058224,P03BX02,dimethylphthalate
C0012052,P03BX03,dibutylphthalate
C3652664,P03BX04,dibutylsuccinate
C3652659,P03BX05,dimethylcarbate
C3652693,P03BX06,etohexadiol
C0282686,R,RESPIRATORY SYSTEM
C0282686,R,RESPIRATORY SYSTEM DRUGS
C3653410,R01,NASAL PREPARATIONS
C3653780,R01A,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
C3653772,R01AA,"Sympathomimetics, plain"
C0163082,R01AA02,cyclopentamine
C0014479,R01AA03,ephedrine
C0031469,R01AA04,phenylephrine
C0030071,R01AA05,oxymetazoline
C0076286,R01AA06,tetryzoline
C0078643,R01AA07,xylometazoline
C0027373,R01AA08,naphazoline
C0076890,R01AA09,tramazoline
C0604284,R01AA10,metizoline
C0642440,R01AA11,tuaminoheptane
C0060183,R01AA12,fenoxazoline
C0771442,R01AA13,tymazoline
C0014563,R01AA14,epinephrine
C0063449,R01AA15,indanazoline
C3653820,R01AB,"Sympathomimetics, combinations excl. corticosteroids"
C0031469,R01AB01,phenylephrine
C0027373,R01AB02,naphazoline
C0076286,R01AB03,tetryzoline
C0014479,R01AB05,ephedrine
C0078643,R01AB06,xylometazoline
C0030071,R01AB07,oxymetazoline
C0642440,R01AB08,tuaminoheptane
C3540700,R01AC,"Antiallergic agents, excl. corticosteroids"
C3540700,R01AC,"Antiallergic nasal preparations for topical use, excl. corticosteroids"
C0086073,R01AC01,cromoglicic acid
C0064870,R01AC02,levocabastine
C0052762,R01AC03,azelastine
C0003143,R01AC04,antazoline
C2348231,R01AC05,spaglumic acid
C0175162,R01AC06,thonzylamine
C0068483,R01AC07,nedocromil
C0527189,R01AC08,olopatadine
C3653122,R01AC51,"cromoglicic acid, combinations"
C3539185,R01AD,Corticosteroid nasal preparations for topical use
C3539185,R01AD,Corticosteroids
C0004905,R01AD01,beclometasone
C0032950,R01AD02,prednisolone
C0011777,R01AD03,dexamethasone
C0060501,R01AD04,flunisolide
C0054201,R01AD05,budesonide
C0005308,R01AD06,betamethasone
C0146010,R01AD07,tixocortol
C0082607,R01AD08,fluticasone
C0360564,R01AD09,mometasone
C0040864,R01AD11,triamcinolone
C1948374,R01AD12,fluticasone furoate
C0907850,R01AD13,ciclesonide
C3653107,R01AD52,"prednisolone, combinations"
C3653157,R01AD53,"dexamethasone, combinations"
C3653113,R01AD57,"tixocortol, combinations"
C3652868,R01AD58,"fluticasone, combinations"
C5432210,R01AD59,"mometasone, combinations"
C3653117,R01AD60,"hydrocortisone, combinations"
C3539176,R01AX,Other nasal preparations
C3539176,R01AX,Other nasal preparations in ATC
C3652641,R01AX01,calcium hexamine thiocyanate
C0042839,R01AX02,retinol
C0700580,R01AX03,ipratropium bromide
C0771650,R01AX05,ritiometan
C0085259,R01AX06,mupirocin
C0062648,R01AX07,hexamidine
C0016673,R01AX08,framycetin
C0020196,R01AX09,hyaluronic acid
C3540761,R01AX10,various
C3540761,R01AX10,various other nasal preparations in ATC
C3540721,R01AX30,combinations
C3540721,R01AX30,other nasal preparation combinations in ATC
C3653285,R01B,NASAL DECONGESTANTS FOR SYSTEMIC USE
C0039052,R01BA,Sympathomimetics
C0031495,R01BA01,phenylpropanolamine
C0033798,R01BA02,pseudoephedrine
C0031469,R01BA03,phenylephrine
C3652606,R01BA51,"phenylpropanolamine, combinations"
C3653085,R01BA52,"pseudoephedrine, combinations"
C3652906,R01BA53,"phenylephrine, combinations"
C3653754,R02,THROAT PREPARATIONS
C3653754,R02A,THROAT PREPARATIONS
C3540796,R02AA,Antiseptics
C3540796,R02AA,Antiseptic throat preparations
C0043983,R02AA01,ambazone
C0011588,R02AA02,dequalinium
C0057846,R02AA03,dichlorobenzyl alcohol
C0008196,R02AA05,chlorhexidine
C0007906,R02AA06,cetylpyridinium
C0005041,R02AA09,benzethonium
C3652547,R02AA10,myristyl-benzalkonium
C0008292,R02AA11,chlorquinaldol
C0019497,R02AA12,hexylresorcinol
C0981809,R02AA13,acriflavinium chloride
C0000665,R02AA14,oxyquinoline
C0032857,R02AA15,povidone-iodine
C0005025,R02AA16,benzalkonium
C0055151,R02AA17,cetrimonium
C0062648,R02AA18,hexamidine
C0070570,R02AA19,phenol
C3540766,R02AA20,various
C3540766,R02AA20,various antiseptic throat preparations
C0069351,R02AA21,octenidine
C3540706,R02AB,Antibiotics
C3540706,R02AB,Antibiotic throat preparations
C0027603,R02AB01,neomycin
C0041499,R02AB02,tyrothricin
C0060879,R02AB03,fusafungine
C0004599,R02AB04,bacitracin
C0018165,R02AB30,gramicidin
C3540696,R02AD,"Anesthetics, local"
C3540696,R02AD,local anesthetic throat preparations
C0005059,R02AD01,benzocaine
C0023660,R02AD02,lidocaine
C0009170,R02AD03,cocaine
C0058831,R02AD04,dyclonine
C0002421,R02AD05,ambroxol
C3653950,R02AX,Other throat preparations
C3653950,R02AX,Other throat preparations in ATC
C0016377,R02AX01,flurbiprofen
C0020740,R02AX02,ibuprofen
C0005099,R02AX03,benzydamine
C3653498,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
C3653800,R03A,"ADRENERGICS, INHALANTS"
C3539936,R03AA,Alpha- and beta-adrenoreceptor agonist inhalants
C3539936,R03AA,Alpha- and beta-adrenoreceptor agonists
C0014563,R03AA01,epinephrine
C3542960,R03AB,Non-selective beta-adrenoreceptor agonist inhalants
C3542960,R03AB,Non-selective beta-adrenoreceptor agonists
C0022245,R03AB02,isoprenaline
C0029193,R03AB03,orciprenaline
C3541400,R03AC,Selective beta-2-adrenoreceptor agonist inhalants
C3541400,R03AC,Selective beta-2-adrenoreceptor agonists
C0001927,R03AC02,salbutamol
C0039542,R03AC03,terbutaline
C0015840,R03AC04,fenoterol
C0035633,R03AC05,rimiterol
C0019476,R03AC06,hexoprenaline
C0022176,R03AC07,isoetarine
C0071129,R03AC08,pirbuterol
C0040846,R03AC09,tretoquinol
C0054773,R03AC10,carbuterol
C0077497,R03AC11,tulobuterol
C0073992,R03AC12,salmeterol
C0060657,R03AC13,formoterol
C0008932,R03AC14,clenbuterol
C0073076,R03AC15,reproterol
C0072032,R03AC16,procaterol
C0053817,R03AC17,bitolterol
C1722260,R03AC18,indacaterol
C2934193,R03AC19,olodaterol
C3653685,R03AH,Combinations of adrenergics
C3539090,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
C3539090,R03AK,"Adrenergics inhalants in combination with corticosteroids or other drugs, excl. anticholinergics"
C3652979,R03AK01,epinephrine and other drugs for obstructive airway diseases
C3652959,R03AK02,isoprenaline and other drugs for obstructive airway diseases
C0358708,R03AK04,salbutamol and sodium cromoglicate
C3652888,R03AK05,reproterol and sodium cromoglicate
C0939232,R03AK06,salmeterol and fluticasone
C1276807,R03AK07,formoterol and budesonide
C3700404,R03AK08,formoterol and beclometasone
C2927178,R03AK09,formoterol and mometasone
C3700389,R03AK10,vilanterol and fluticasone furoate
C3700403,R03AK11,formoterol and fluticasone
C4059159,R03AK12,salmeterol and budesonide
C1828451,R03AK13,salbutamol and beclometasone
C5227831,R03AK14,indacaterol and mometasone
C5881828,R03AK15,salbutamol and budesonide
C3700410,R03AL,Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids
C3700405,R03AL01,fenoterol and ipratropium bromide
C1302121,R03AL02,salbutamol and ipratropium bromide
C3700388,R03AL03,vilanterol and umeclidinium bromide
C3700402,R03AL04,indacaterol and glycopyrronium bromide
C3871449,R03AL05,formoterol and aclidinium bromide
C4059164,R03AL06,olodaterol and tiotropium bromide
C4301618,R03AL07,formoterol and glycopyrronium bromide
C4542179,R03AL08,"vilanterol, umeclidinium bromide and fluticasone furoate"
C4542168,R03AL09,"formoterol, glycopyrronium bromide and beclometasone"
C5227829,R03AL10,formoterol and tiotropium bromide
C5227830,R03AL11,"formoterol, glycopyrronium bromide and budesonide"
C5227832,R03AL12,"indacaterol, glycopyrronium bromide and mometasone"
C3653871,R03B,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
C3653871,R03B,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS in ATC"
C3540778,R03BA,Glucocorticoid inhalants for obstructive airway disease
C3540778,R03BA,Glucocorticoids
C0004905,R03BA01,beclometasone
C0054201,R03BA02,budesonide
C0060501,R03BA03,flunisolide
C0005308,R03BA04,betamethasone
C0082607,R03BA05,fluticasone
C0040864,R03BA06,triamcinolone
C0360564,R03BA07,mometasone
C0907850,R03BA08,ciclesonide
C1948374,R03BA09,fluticasone furoate
C3537307,R03BB,Anticholinergics
C3537307,R03BB,Anticholinergics inhalants for obstructive airway diseases
C0700580,R03BB01,ipratropium bromide
C0134499,R03BB02,oxitropium bromide
C3652542,R03BB03,stramoni preparations
C1306772,R03BB04,tiotropium bromide
C2699758,R03BB05,aclidinium bromide
C4082411,R03BB06,glycopyrronium bromide
C3709474,R03BB07,umeclidinium bromide
C4519232,R03BB08,revefenacin
C3871426,R03BB54,"tiotropium bromide, combinations"
C3540702,R03BC,"Antiallergic agents, excl. corticosteroids"
C3540702,R03BC,"Antiallergic inhalants for obstructive airway diseases, excl. corticosteroids"
C0086073,R03BC01,cromoglicic acid
C0068483,R03BC03,nedocromil
C3653871,R03BX,"Other drugs for obstructive airway diseases, inhalants"
C3653871,R03BX,"Other drugs for obstructive airway diseases, inhalants in ATC"
C0015843,R03BX01,fenspiride
C3653801,R03C,ADRENERGICS FOR SYSTEMIC USE
C3539937,R03CA,Alpha- and beta-adrenoreceptor agonists
C3539937,R03CA,"Alpha- and beta-adrenoreceptor agonist, systemic drugs"
C0014479,R03CA02,ephedrine
C3539190,R03CB,Non-selective beta-adrenoreceptor agonists
C3539190,R03CB,Non-selective beta-adrenoreceptor agonists for systemic use
C0022245,R03CB01,isoprenaline
C0066165,R03CB02,methoxyphenamine
C0029193,R03CB03,orciprenaline
C3653079,R03CB51,"isoprenaline, combinations"
C3652818,R03CB53,"orciprenaline, combinations"
C3540785,R03CC,Selective beta-2-adrenoreceptor agonists
C3540785,R03CC,"Selective beta-2-adrenoreceptor agonists, systemic"
C0001927,R03CC02,salbutamol
C0039542,R03CC03,terbutaline
C0015840,R03CC04,fenoterol
C0019476,R03CC05,hexoprenaline
C0022176,R03CC06,isoetarine
C0071129,R03CC07,pirbuterol
C0072032,R03CC08,procaterol
C0040846,R03CC09,tretoquinol
C0054773,R03CC10,carbuterol
C0077497,R03CC11,tulobuterol
C0052944,R03CC12,bambuterol
C0008932,R03CC13,clenbuterol
C0073076,R03CC14,reproterol
C0060657,R03CC15,formoterol
C3652808,R03CC53,"terbutaline, combinations"
C2075715,R03CC63,clenbuterol and ambroxol
C3539091,R03CK,Adrenergics and other drugs for obstructive airway diseases
C3539091,R03CK,Adrenergics systemic drugs and other drugs for obstructive airway diseases
C3653933,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
C3653933,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES in ATC
C3541955,R03DA,Xanthines
C3541955,R03DA,"Xanthines, systemic for obstructive airway disease"
C0013360,R03DA01,diprophylline
C0055578,R03DA02,choline theophyllinate
C0072511,R03DA03,proxyphylline
C0039771,R03DA04,theophylline
C0002575,R03DA05,aminophylline
C0059680,R03DA06,etamiphylline
C0039763,R03DA07,theobromine
C0052945,R03DA08,bamifylline
C0771707,R03DA09,acefylline piperazine
C3652921,R03DA10,bufylline
C0058721,R03DA11,doxofylline
C4542172,R03DA12,mepyramine theophyllinacetate
C3653128,R03DA20,combinations of xanthines
C3653146,R03DA51,"diprophylline, combinations"
C3653200,R03DA54,"theophylline, combinations excl. psycholeptics"
C3653181,R03DA55,"aminophylline, combinations"
C3652607,R03DA57,"theobromine, combinations"
C3653218,R03DA74,"theophylline, combinations with psycholeptics"
C3653740,R03DB,Xanthines and adrenergics
C3652778,R03DB01,diprophylline and adrenergics
C3652797,R03DB02,choline theophyllinate and adrenergics
C3653058,R03DB03,proxyphylline and adrenergics
C3653068,R03DB04,theophylline and adrenergics
C3652434,R03DB05,aminophylline and adrenergics
C3652977,R03DB06,etamiphylline and adrenergics
C3542962,R03DC,Leukotriene receptor antagonists
C3542962,R03DC,Leukotriene receptor antagonists for obstructive airway diseases
C0378466,R03DC01,zafirlukast
C0526058,R03DC02,pranlukast
C0298130,R03DC03,montelukast
C0123047,R03DC04,ibudilast
C3871439,R03DC53,"montelukast, combinations"
C3653933,R03DX,Other systemic drugs for obstructive airway diseases
C3653933,R03DX,Other systemic drugs for obstructive airway diseases in ATC
C0103049,R03DX01,amlexanox
C0059471,R03DX02,eprozinol
C0015843,R03DX03,fenspiride
C0966225,R03DX05,omalizumab
C0050339,R03DX06,seratrodast
C0965618,R03DX07,roflumilast
C1869620,R03DX08,reslizumab
C0969324,R03DX09,mepolizumab
C2982078,R03DX10,benralizumab
C4550163,R03DX11,tezepelumab
C1511537,R05,COUGH AND COLD PREPARATIONS
C3653287,R05C,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS"
C0015314,R05CA,Expectorants
C0077539,R05CA01,tyloxapol
C0032831,R05CA02,potassium iodide
C0018305,R05CA03,guaifenesin
C0022046,R05CA04,ipecacuanha
C3653278,R05CA05,altheae radix
C3536997,R05CA06,senega
C0637887,R05CA07,antimony pentasulfide
C0010303,R05CA08,creosote
C1714166,R05CA09,guaiacolsulfonate
C3539978,R05CA10,combinations
C3539978,R05CA10,expectorant combinations excluding combinations with cough suppressants
C3652598,R05CA11,levoverbenone
C3652573,R05CA12,Hederae helicis folium
C0055738,R05CA13,cineole
C0026698,R05CB,Mucolytics
C0001047,R05CB01,acetylcysteine
C0006220,R05CB02,bromhexine
C0006992,R05CB03,carbocisteine
C0059469,R05CB04,eprazinone
C0000294,R05CB05,mesna
C0002421,R05CB06,ambroxol
C0074714,R05CB07,sobrerol
C0048365,R05CB08,domiodol
C0064777,R05CB09,letosteine
C3540724,R05CB10,combinations
C3540724,R05CB10,"expectorant combinations, excl. combinations with cough suppressants"
C0075227,R05CB11,stepronin
C1135662,R05CB13,dornase alfa (desoxyribonuclease)
C0382131,R05CB14,neltenexine
C0059506,R05CB15,erdosteine
C0024730,R05CB16,mannitol
C3653822,R05D,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS"
C3653406,R05DA,Opium alkaloids and derivatives
C3653406,R05DA,"Opium alkaloids and derivatives, cough suppressants"
C0015109,R05DA01,ethylmorphine
C0020264,R05DA03,hydrocodone
C0009214,R05DA04,codeine
C3653242,R05DA05,opium alkaloids with morphine
C0069008,R05DA06,normethadone
C0028426,R05DA07,noscapine
C0070742,R05DA08,pholcodine
C0011816,R05DA09,dextromethorphan
C2984006,R05DA10,thebacon
C0058193,R05DA11,dimemorfan
C3652939,R05DA12,acetyldihydrocodeine
C3539957,R05DA20,combinations
C3539957,R05DA20,opium alkaloids and derivative combination cough suppressants
C3653878,R05DB,Other cough suppressants
C3653878,R05DB,Other cough suppressants in ATC
C0053229,R05DB01,benzonatate
C0772056,R05DB02,benproperine
C0055897,R05DB03,clobutinol
C0063912,R05DB04,isoaminile
C0054668,R05DB05,pentoxyverine
C0069787,R05DB07,oxolamine
C0069753,R05DB09,oxeladin
C0055904,R05DB10,clofedanol
C0071099,R05DB11,pipazetate
C2347007,R05DB12,bibenzonium bromide
C0054236,R05DB13,butamirate
C0771169,R05DB14,fedrilate
C0078811,R05DB15,zipeprol
C1321984,R05DB16,dibunate
C1880419,R05DB17,droxypropine
C0138305,R05DB18,prenoxdiazine
C0058425,R05DB19,dropropizine
C3540030,R05DB20,combinations
C3540030,R05DB20,other cough suppressant combinations in ATC
C0055930,R05DB21,cloperastine
C2981321,R05DB22,meprotixol
C0624744,R05DB23,piperidione
C0076714,R05DB24,tipepidine
C0066796,R05DB25,morclofone
C2698448,R05DB26,nepinalone
C0125654,R05DB27,levodropropizine
C0392426,R05DB28,dimethoxanate
C5139827,R05DB29,gefapixant
C3653660,R05F,"COUGH SUPPRESSANTS AND EXPECTORANTS, COMBINATIONS"
C3543843,R05FA,Opium derivatives and expectorants
C3652987,R05FA01,opium derivatives and mucolytics
C3543844,R05FA02,opium derivatives and expectorants
C3653877,R05FB,Other cough suppressants and expectorants
C3653877,R05FB,Other cough suppressants and expectorants in ATC
C3652790,R05FB01,cough suppressants and mucolytics
C3652793,R05FB02,cough suppressants and expectorants
C3653943,R05X,OTHER COLD PREPARATIONS
C3653943,R05X,OTHER COLD PREPARATIONS in ATC
C3653763,R06,ANTIHISTAMINES FOR SYSTEMIC USE
C3653763,R06A,ANTIHISTAMINES FOR SYSTEMIC USE
C3653467,R06AA,Aminoalkyl ethers
C3653467,R06AA,"Aminoalkyl ethers, systemic antihistamines"
C0054120,R06AA01,bromazine
C0012522,R06AA02,diphenhydramine
C0008929,R06AA04,clemastine
C0055468,R06AA06,chlorphenoxamine
C0058389,R06AA07,diphenylpyraline
C0054672,R06AA08,carbinoxamine
C0013092,R06AA09,doxylamine
C0077163,R06AA10,trimethobenzamide
C0012381,R06AA11,dimenhydrinate
C3653149,R06AA52,"diphenhydramine, combinations"
C3653091,R06AA54,"clemastine, combinations"
C3653111,R06AA56,"chlorphenoxamine, combinations"
C3653148,R06AA57,"diphenylpyraline, combinations"
C3653141,R06AA59,"doxylamine, combinations"
C5783054,R06AA61,"dimenhydrinate, combinations"
C3653364,R06AB,Substituted alkylamines
C3653364,R06AB,"Substituted alkylamines, systemic antihistamines"
C0006246,R06AB01,brompheniramine
C0057606,R06AB02,dexchlorpheniramine
C0012390,R06AB03,dimetindene
C0008281,R06AB04,chlorphenamine
C0031408,R06AB05,pheniramine
C0057605,R06AB06,dexbrompheniramine
C0084711,R06AB07,talastine
C3653166,R06AB51,"brompheniramine, combinations"
C3653155,R06AB52,"dexchlorpheniramine, combinations"
C3653112,R06AB54,"chlorphenamine, combinations"
C3653156,R06AB56,"dexbrompheniramine, combinations"
C3653363,R06AC,Substituted ethylene diamines
C3653363,R06AC,"Substituted ethylene diamines, systemic antihistamines"
C0034282,R06AC01,mepyramine
C0628458,R06AC02,histapyrrodine
C0055445,R06AC03,chloropyramine
C0041090,R06AC04,tripelennamine
C0025625,R06AC05,methapyrilene
C0175162,R06AC06,thonzylamine
C3653120,R06AC52,"histapyrrodine, combinations"
C3653123,R06AC53,"chloropyramine, combinations"
C3539992,R06AD,Phenothiazine derivatives
C3539992,R06AD,"Phenothiazine derivatives, systemic antihistamines"
C0041031,R06AD01,alimemazine
C0033405,R06AD02,promethazine
C0039865,R06AD03,thiethylperazine
C0066101,R06AD04,methdilazine
C3652684,R06AD05,hydroxyethylpromethazine
C3652669,R06AD06,thiazinam
C0065972,R06AD07,mequitazine
C0768401,R06AD08,oxomemazine
C0064088,R06AD09,isothipendyl
C3653097,R06AD52,"promethazine, combinations"
C3653109,R06AD55,"hydroxyethylpromethazine, combinations"
C3539998,R06AE,Piperazine derivatives
C3539998,R06AE,"Piperazine derivatives, systemic antihistamines"
C0164386,R06AE01,buclizine
C0010547,R06AE03,cyclizine
C0008183,R06AE04,chlorcyclizine
C0025039,R06AE05,meclozine
C0134337,R06AE06,oxatomide
C0055147,R06AE07,cetirizine
C1174893,R06AE09,levocetirizine
C3653165,R06AE51,"buclizine, combinations"
C3653160,R06AE53,"cyclizine, combinations"
C3652852,R06AE55,"meclozine, combinations"
C3653684,R06AK,Combinations of antihistamines
C3653910,R06AX,Other antihistamines for systemic use
C3653910,R06AX,Other antihistamines for systemic use in ATC
C0052946,R06AX01,bamipine
C0010620,R06AX02,cyproheptadine
C0076382,R06AX03,thenalidine
C0070563,R06AX04,phenindamine
C0003143,R06AX05,antazoline
C0041098,R06AX07,triprolidine
C0163091,R06AX08,pyrrobutamine
C0052759,R06AX09,azatadine
C0085170,R06AX11,astemizole
C0085173,R06AX12,terfenadine
C0065180,R06AX13,loratadine
C0065834,R06AX15,mebhydrolin
C0057763,R06AX16,deptropine
