code,EMIS_term,product_name,substance_name,formulation,administration_route
27241000033114,Allevyn dressing (non-adhesive) 20cm x 20cm square (Smith & Nephew Healthcare Ltd),Allevyn dressing (non-adhesive) 20cm x 20cm square,NA,NA,NA
27341000033116,Allevyn dressing (non-adhesive) 5cm x 5cm square (Smith & Nephew Healthcare Ltd),Allevyn dressing (non-adhesive) 5cm x 5cm square,NA,NA,NA
27441000033110,Alginate  Dressing  10 cm x 10 cm,NA,NA,NA,NA
27541000033111,Alginate dressing sterile 6cm x 4cm,Alginate dressing sterile 6cm x 4cm,NA,NA,NA
27641000033112,Allevyn Adhesive dressing 12.5cm x 12.5cm square (Smith & Nephew Healthcare Ltd),Allevyn Adhesive dressing 12.5cm x 12.5cm square,NA,NA,NA
27741000033115,Allevyn Adhesive dressing 17.5cm x 17.5cm square (Smith & Nephew Healthcare Ltd),Allevyn Adhesive dressing 17.5cm x 17.5cm square,NA,NA,NA
27841000033113,Allevyn Adhesive dressing 22.5cm x 22.5cm square (Smith & Nephew Healthcare Ltd),Allevyn Adhesive dressing 22.5cm x 22.5cm square,NA,NA,NA
27941000033117,Allevyn Adhesive dressing 7.5cm x 7.5cm square (Smith & Nephew Healthcare Ltd),Allevyn Adhesive dressing 7.5cm x 7.5cm square,NA,NA,NA
28041000033119,Algosteril dressing 10cm x 10cm (Smith & Nephew Healthcare Ltd),Algosteril dressing 10cm x 10cm,NA,NA,NA
28141000033115,Algosteril dressing 5cm x 5cm (Smith & Nephew Healthcare Ltd),Algosteril dressing 5cm x 5cm,NA,NA,NA
28241000033110,Alginate dressing sterile 15cm x 15cm,Alginate dressing sterile 15cm x 15cm,NA,NA,NA
28341000033117,Alfacalcidol  Drops  5 micrograms/ml,NA,NA,NA,NA
28441000033111,Aldon Type C  Drainage bags  ,NA,NA,NA,NA
28541000033112,Aluminium Acetate  Ear drops  13 %,NA,NA,NA,NA
28641000033113,Aluminium acetate 8% ear drops,Aluminium acetate 8% ear drops,Aluminium acetate,Ear drops,Auricular
28741000033116,Alnide  Eye drops  0.5 %,NA,NA,NA,NA
28841000033114,Alnide  Eye drops  1 %,NA,NA,NA,NA
28941000033118,Alphagan 0.2% eye drops (AbbVie Ltd),Alphagan 0.2% eye drops,Brimonidine tartrate,Eye drops,Ocular
29041000033110,Albucid  Eye drops  10 %,NA,NA,NA,NA
29141000033114,Albucid  Eye ointment  2.5 %,NA,NA,NA,NA
29241000033119,Aludrox Liquid (Pfizer Consumer Healthcare Ltd),Aludrox Liquid,Aluminium oxide,Oral suspension,Oral
29341000033112,Alvercol  Granules  ,NA,NA,NA,NA
29441000033118,Alcopar  Granules  2.5 g/sachet,NA,NA,NA,NA
29541000033117,Almevax  Injection,NA,NA,NA,NA
29641000033116,Alfacalcidol 1micrograms/0.5ml solution for injection ampoules,Alfacalcidol 1micrograms/0.5ml solution for injection ampoules,Alfacalcidol,Solution for injection,Intravenous
29741000033113,Alfacalcidol 2micrograms/1ml solution for injection ampoules,Alfacalcidol 2micrograms/1ml solution for injection ampoules,Alfacalcidol,Solution for injection,Intravenous
29841000033115,Aldesleukin 18million unit powder for solution for injection vials,Aldesleukin 18million unit powder for solution for injection vials,Aldesleukin,Powder for solution for injection,Subcutaneous/ Intravenous
29941000033111,Alprostadil 20microgram powder and solvent for solution for injection vials,Alprostadil 20microgram powder and solvent for solution for injection vials,Alprostadil,Powder and solvent for solution for injection,Intracavernous
30041000033115,"Alphaglobin  Injection  5 %, 10 grams/200 ml",NA,NA,NA,NA
30141000033116,"Alphaglobin  Injection  5 %, 2.5 grams/50 ml",NA,NA,NA,NA
30241000033111,"Alphaglobin  Injection  5 %, 5 grams/100 ml",NA,NA,NA,NA
30341000033118,Alprostadil 10microgram powder and solvent for solution for injection vials,Alprostadil 10microgram powder and solvent for solution for injection vials,Alprostadil,Powder and solvent for solution for injection,Intracavernous
30441000033112,"Alphaparin 3,000units/0.3ml solution for injection pre-filled syringes (Grifols UK Ltd)","Alphaparin 3,000units/0.3ml solution for injection pre-filled syringes",Certoparin sodium,Solution for injection,Subcutaneous
30541000033113,Alprostadil 5microgram powder and solvent for solution for injection vials,Alprostadil 5microgram powder and solvent for solution for injection vials,Alprostadil,Powder and solvent for solution for injection,Intracavernous
30641000033114,Alteplase 10mg powder and solvent for solution for injection vials,Alteplase 10mg powder and solvent for solution for injection vials,Alteplase,Powder and solvent for solution for injection,Intravenous
30741000033117,Alcobon  Intravenous infusion  10 mg/ml,NA,NA,NA,NA
30941000033119,Alexan 100  Injection  100 mg/ml,NA,NA,NA,NA
31241000033116,Alprostadil 500micrograms/1ml solution for infusion ampoules,Alprostadil 500micrograms/1ml solution for infusion ampoules,Alprostadil,Solution for infusion,Intravenous/ Intraarterial
31441000033115,Alcuronium Chloride  Injection  5 mg/ml,NA,NA,NA,NA
31541000033119,Alfentanil  Injection  500 micrograms/ml,NA,NA,NA,NA
31641000033118,Alteplase 50mg powder and solvent for solution for infusion vials,Alteplase 50mg powder and solvent for solution for infusion vials,Alteplase,Powder and solvent for solution for infusion,Intravenous
31741000033110,Alfentanil 5mg/1ml solution for injection ampoules,Alfentanil 5mg/1ml solution for injection ampoules,Alfentanil hydrochloride,Solution for injection,Intravenous
31941000033113,Almodan  Injection  250 mg,NA,NA,NA,NA
32241000033110,Aluminium Acetate  Lotion  0.65 %,NA,NA,NA,NA
32341000033117,Alphosyl lotion (Haleon UK Ltd),Alphosyl lotion,Allantoin/ Coal tar extract alcoholic,Liquid,Cutaneous
32441000033111,Alcoderm lotion (Galderma (UK) Ltd),Alcoderm lotion,Liquid paraffin,Liquid,Cutaneous
32541000033112,Alfuzosin 5mg modified-release tablets,Alfuzosin 5mg modified-release tablets,Alfuzosin hydrochloride,Modified-release tablet,Oral
32641000033113,Aluminium Hydroxide  Mixture  4 %,NA,NA,NA,NA
32741000033116,aluminium hydroxide and belladonna mixture  Mixture  300 micrograms,NA,NA,NA,NA
32841000033114,Alembicol D oil (Alembic Products Ltd),Alembicol D oil,Coconut oil fractionated,Not applicable,NA
32941000033118,Almond oil liquid,Almond oil liquid,Almond oil,Not applicable,Route of administration not applicable
33141000033110,Alpha Keri bath oil (Bristol-Myers Squibb Pharmaceuticals Ltd),Alpha Keri bath oil,Lanolin oil/ Liquid paraffin,Bath additive,Cutaneous
33241000033115,Alclometasone 0.05% ointment,NA,NA,NA,NA
33341000033113,Albucid  Ointment  10 %,NA,NA,NA,NA
33441000033119,Alphodith  Ointment  0.4 %,NA,NA,NA,NA
33541000033118,Alphodith  Ointment  1 %,NA,NA,NA,NA
33641000033117,Alphodith  Ointment  2 %,NA,NA,NA,NA
33741000033114,Alphodith  Ointment  3 %,NA,NA,NA,NA
33841000033116,Alomide 0.1% eye drops (Novartis Pharmaceuticals UK Ltd),Alomide 0.1% eye drops,Lodoxamide trometamol,Eye drops,Ocular
33941000033112,Al 100  Powder  ,NA,NA,NA,NA
34141000033113,Alfare  Powder  ,NA,NA,NA,NA
34641000033115,Albumaid Xp Concentrate  Powder,NA,NA,NA,NA
34841000033119,Alphosyl 2 in 1 shampoo (Omega Pharma Ltd),Alphosyl 2 in 1 shampoo,Coal tar extract alcoholic,Shampoo,Cutaneous
34941000033110,Alphosyl  Shampoo  ,NA,NA,NA,NA
35041000033110,Alfacalcidol  Solution  200nanograms/ml,NA,NA,NA,NA
35541000033117,Albrights  Solution  ,NA,NA,NA,NA
35641000033116,Alevaire  Solution  1.25 mg/ml,NA,NA,NA,NA
35741000033113,Aluminium chloride 20% solution,Aluminium chloride 20% solution,Aluminium chloride hexahydrate,Liquid,Cutaneous
35841000033115,Algipan  Spray  ,NA,NA,NA,NA
35941000033111,Albym Test  Strips  ,NA,NA,NA,NA
36041000033118,Algicon  Suspension (aniseed flavour)  ,NA,NA,NA,NA
36141000033119,Alvedon 125mg suppositories (Esteve Pharmaceuticals Ltd),Alvedon 125mg suppositories,Paracetamol,Suppository,Rectal
36441000033110,Altacite  Suspension  500 mg/5 ml,NA,NA,NA,NA
36541000033111,Altacite Plus oral suspension (Esteve Pharmaceuticals Ltd),Altacite Plus oral suspension,Hydrotalcite/ Simeticone,Oral suspension,Oral
36641000033112,Aludrox Sa  Suspension,NA,NA,NA,NA
36741000033115,Algicon oral suspension (Sanofi),Algicon oral suspension,Aluminium hydroxide / Magnesium carbonate co-gel/ Magnesium alginate/ Magnesium carbonate/ Potassium bicarbonate,Oral suspension,Oral
36841000033113,Aldomet  Suspension  250 mg/5 ml,NA,NA,NA,NA
36941000033117,Algitec  Suspension,NA,NA,NA,NA
37041000033116,Alpha tocopheryl acetate 500mg/5ml oral suspension,NA,NA,NA,NA
37141000033117,Alupent 10mg/5ml syrup (Boehringer Ingelheim Ltd),Alupent 10mg/5ml syrup,Orciprenaline sulfate,Oral solution,Oral
37241000033112,Almodan 125mg/5ml syrup (Teva UK Ltd),Almodan 125mg/5ml syrup,Amoxicillin trihydrate,Oral suspension,Oral
37341000033119,Almodan  Syrup  250 mg/5 ml,NA,NA,NA,NA
37441000033113,Alimix 10mg tablets (Janssen-Cilag Ltd),Alimix 10mg tablets,Cisapride monohydrate,Tablet,Oral
37541000033114,Aloxiprin  Tablets  600 mg,NA,NA,NA,NA
37641000033110,Alphavase 0.5  Tablets  500 micrograms,NA,NA,NA,NA
37741000033118,Alphavase 1 tablets (Ashbourne Pharmaceuticals Ltd),Alphavase 1 tablets,Prazosin hydrochloride,Tablet,Oral
37841000033111,Alphavase 2 tablets (Ashbourne Pharmaceuticals Ltd),Alphavase 2 tablets,Prazosin hydrochloride,Tablet,Oral
37941000033115,Alphavase 5 tablets (Ashbourne Pharmaceuticals Ltd),Alphavase 5 tablets,Prazosin hydrochloride,Tablet,Oral
38041000033117,Albendazole 400mg tablets,Albendazole 400mg tablets,Albendazole,Tablet,Oral
38141000033118,Alfuzosin 2.5mg tablets,NA,NA,NA,NA
38341000033115,Alcobon  Tablets  500 mg,NA,NA,NA,NA
38541000033110,Alkeran 2mg tablets (Aspen Pharma Trading Ltd),Alkeran 2mg tablets,Melphalan,Tablet,Oral
38641000033111,Alkeran 5mg tablets (GlaxoSmithKline UK Ltd),Alkeran 5mg tablets,Melphalan,Tablet,Oral
38741000033119,Allegron 10mg tablets (King Pharmaceuticals Ltd),Allegron 10mg tablets,Nortriptyline hydrochloride,Tablet,Oral
38841000033112,Allegron 25mg tablets (King Pharmaceuticals Ltd),Allegron 25mg tablets,Nortriptyline hydrochloride,Tablet,Oral
38941000033116,Alophen  Tablets,NA,NA,NA,NA
39041000033113,Altacite  Tablets  500 mg,NA,NA,NA,NA
39141000033112,Altacite Plus  Tablets  ,NA,NA,NA,NA
39241000033117,Aludrox  Tablets  ,NA,NA,NA,NA
39441000033116,Aluminium hydroxide 500mg chewable tablets,Aluminium hydroxide 500mg chewable tablets,Aluminium hydroxide dried,Chewable tablet,Oral
39541000033115,Alunex  Tablets  4 mg,NA,NA,NA,NA
39641000033119,Allyloestrenol  Tablets  5 mg,NA,NA,NA,NA
39741000033111,Almasilate  Tablets  500 mg,NA,NA,NA,NA
39941000033114,Alupram  Tablets  2 mg,NA,NA,NA,NA
40041000033119,Alupram  Tablets  5 mg,NA,NA,NA,NA
40141000033115,Algicon chewable tablets (Aventis Pharma),Algicon chewable tablets,Aluminium hydroxide / Magnesium carbonate co-gel/ Magnesium alginate/ Magnesium carbonate heavy/ Potassium bicarbonate,Chewable tablet,Oral
40241000033110,Aldactide 25 tablets (Pfizer Ltd),Aldactide 25 tablets,Hydroflumethiazide/ Spironolactone,Tablet,Oral
40341000033117,Aldactide 50 tablets (Pfizer Ltd),Aldactide 50 tablets,Hydroflumethiazide/ Spironolactone,Tablet,Oral
40441000033111,Aldactone 100mg tablets (Pfizer Ltd),Aldactone 100mg tablets,Spironolactone,Tablet,Oral
40541000033112,Aldactone 25mg tablets (Pfizer Ltd),Aldactone 25mg tablets,Spironolactone,Tablet,Oral
40641000033113,Aldactone 50mg tablets (Pfizer Ltd),Aldactone 50mg tablets,Spironolactone,Tablet,Oral
40741000033116,Alexitol sodium 360mg tablets,Alexitol sodium 360mg tablets,Alexitol sodium,Tablet,Oral
40841000033114,Aldomet  Tablets  125 mg,NA,NA,NA,NA
40941000033118,Aldomet 250mg tablets (Aspen Pharma Trading Ltd),Aldomet 250mg tablets,Methyldopa anhydrous,Tablet,Oral
41041000033111,Aldomet 500mg tablets (Aspen Pharma Trading Ltd),Aldomet 500mg tablets,Methyldopa anhydrous,Tablet,Oral
41141000033110,Alprazolam 250microgram tablets,NA,NA,NA,NA
41241000033115,Alprazolam 500microgram tablets,NA,NA,NA,NA
41341000033113,Allopurinol 100mg tablets,NA,NA,NA,NA
41441000033119,Allopurinol 300mg tablets,NA,NA,NA,NA
41541000033118,Aloral  Tablets  100 mg,NA,NA,NA,NA
41641000033117,Aloral  Tablets  300 mg,NA,NA,NA,NA
41841000033116,Aluline  Tablets  300 mg,NA,NA,NA,NA
41941000033112,Alupent 20mg tablets (Boehringer Ingelheim Ltd),Alupent 20mg tablets,Orciprenaline sulfate,Tablet,Oral
42041000033118,Algitec  Chewable tablets,NA,NA,NA,NA
42141000033119,Aluzine  Tablets  20 mg,NA,NA,NA,NA
42241000033114,Aluzine  Tablets  40 mg,NA,NA,NA,NA
42341000033116,Aluzine  Tablets  500 mg,NA,NA,NA,NA
42441000033110,Alka-Donna-P  Tablets,NA,NA,NA,NA
42541000033111,Alpha Tocopheryl Acetate  Tablets  10 mg,NA,NA,NA,NA
42641000033112,Alpha tocopheryl acetate 200mg tablets,Alpha tocopheryl acetate 200mg tablets,Alpha tocopheryl acetate,Tablet,Oral
42741000033115,Alpha tocopheryl acetate 50mg tablets,NA,NA,NA,NA
42841000033113,Allpyral D Pteronyssinus  Treatment set  ,NA,NA,NA,NA
42941000033117,Alavac-S  Treatment set  ,NA,NA,NA,NA
43041000033110,Allpyral-Specific  Treatment set  ,NA,NA,NA,NA
43341000033112,Aminex  Biscuits  ,NA,NA,NA,NA
43441000033118,Amitriptyline Sr  Capsules  75 mg,NA,NA,NA,NA
43541000033117,Amitriptyline Hydrochloride  Capsules  25 mg,NA,NA,NA,NA
43641000033116,Amitriptyline Hydrochloride  Capsules  50 mg,NA,NA,NA,NA
43741000033113,Amitriptyline Hydrochloride  Capsules  75 mg,NA,NA,NA,NA
43841000033115,Amoxidin  Capsules  250 mg,NA,NA,NA,NA
43941000033111,Amoxidin  Capsules  500 mg,NA,NA,NA,NA
44041000033113,Amoxil 250mg capsules (GlaxoSmithKline UK Ltd),Amoxil 250mg capsules,Amoxicillin trihydrate,Capsule,Oral
44141000033112,Amoxil 500mg capsules (GlaxoSmithKline UK Ltd),Amoxil 500mg capsules,Amoxicillin trihydrate,Capsule,Oral
44441000033116,Ampicillin 250mg capsules,NA,NA,NA,NA
44541000033115,Ampicillin 500mg capsules,NA,NA,NA,NA
44641000033119,Ampilar  Capsules  250 mg,NA,NA,NA,NA
44841000033118,Amrit  Capsules  250 mg,NA,NA,NA,NA
44941000033114,Amrit  Capsules  500 mg,NA,NA,NA,NA
45041000033114,Ampiclox  Capsules,NA,NA,NA,NA
45141000033113,Amantadine 100mg capsules,NA,NA,NA,NA
45441000033117,Amoram 250mg capsules (LPC Medical (UK) Ltd),Amoram 250mg capsules,Amoxicillin trihydrate,Capsule,Oral
45541000033116,Amoram 500mg capsules (LPC Medical (UK) Ltd),Amoram 500mg capsules,Amoxicillin trihydrate,Capsule,Oral
45641000033115,Amix 500 capsules (Ashbourne Pharmaceuticals Ltd),Amix 500 capsules,Amoxicillin trihydrate,Capsule,Oral
45741000033112,Amfipen  Capsules  250 mg,NA,NA,NA,NA
45841000033119,Amitriptyline 25mg modified-release capsules,Amitriptyline 25mg modified-release capsules,Amitriptyline hydrochloride,Modified-release capsule,Oral
45941000033110,Amitriptyline 50mg modified-release capsules,Amitriptyline 50mg modified-release capsules,Amitriptyline hydrochloride,Modified-release capsule,Oral
46041000033117,Amfipen  Capsules  500 mg,NA,NA,NA,NA
46141000033118,Amix 250 capsules (Ashbourne Pharmaceuticals Ltd),Amix 250 capsules,Amoxicillin trihydrate,Capsule,Oral
46241000033113,Aminex  Cookies  ,NA,NA,NA,NA
46341000033115,Amphotericin B  Cream  3 %,NA,NA,NA,NA
46441000033114,Amorolfine 0.25% cream,NA,NA,NA,NA
46641000033111,Amoxycillin  Dispersible tablets  375 mg,NA,NA,NA,NA
46741000033119,Amoxycillin  Dispersible tablets  750 mg,NA,NA,NA,NA
46841000033112,Amoxil  Dispersible tablets  500 mg,NA,NA,NA,NA
46941000033116,Amoxycillin  Dispersible tablets  500 mg,NA,NA,NA,NA
47041000033115,Amethocaine Hydrochloride  Eye drops  0.5 %,NA,NA,NA,NA
47141000033116,Amethocaine Hydrochloride  Eye drops  1 %,NA,NA,NA,NA
47241000033111,Amoxil  Fiztabs  125 mg,NA,NA,NA,NA
47341000033118,Amoxil  Fiztabs  250 mg,NA,NA,NA,NA
47441000033112,Amoxil  Fiztabs  500 mg,NA,NA,NA,NA
47541000033113,Amoxycillin  Fiztabs  125 mg,NA,NA,NA,NA
47641000033114,Amoxycillin  Fiztabs  250 mg,NA,NA,NA,NA
47741000033117,Amoxycillin  Fiztabs  500 mg,NA,NA,NA,NA
47841000033110,Ametop 4% gel (Forum Health Products Ltd),Ametop 4% gel,Tetracaine,Gel,Transdermal
48141000033117,Aminophylline  Injection  25 mg/1 ml,NA,NA,NA,NA
48241000033112,Aminophylline  Injection  250 mg/1 ml,NA,NA,NA,NA
48341000033119,Amiodarone 150mg/3ml solution for injection ampoules,Amiodarone 150mg/3ml solution for injection ampoules,Amiodarone hydrochloride,Solution for injection,Intravenous
48441000033113,Amoxil 1g powder for solution for injection vials (GlaxoSmithKline UK Ltd),Amoxil 1g powder for solution for injection vials,Amoxicillin sodium,Powder for solution for injection,Intravenous/ Intramuscular
48541000033114,Amoxil 250mg powder for solution for injection vials (GlaxoSmithKline UK Ltd),Amoxil 250mg powder for solution for injection vials,Amoxicillin sodium,Powder for solution for injection,Intravenous/ Intramuscular
48641000033110,Amoxil 500mg powder for solution for injection vials (GlaxoSmithKline UK Ltd),Amoxil 500mg powder for solution for injection vials,Amoxicillin sodium,Powder for solution for injection,Intravenous/ Intramuscular
48741000033118,Ampiclox  Injection,NA,NA,NA,NA
48841000033111,Ampiclox Neonatal  Injection,NA,NA,NA,NA
48941000033115,AmBisome Liposomal 50mg powder for dispersion for infusion vials (Gilead Sciences Ltd),AmBisome Liposomal 50mg powder for dispersion for infusion vials,Amphotericin B liposomal, Powder for solution for infusion/ Powder for dispersion for infusion,Intravenous
49041000033112,Amphotericin (Liposomal)  Injection  50 mg/vial,NA,NA,NA,NA
49141000033111,Amphocil 100mg powder for solution for infusion vials (Beacon Pharmaceuticals Ltd),Amphocil 100mg powder for solution for infusion vials,Amphotericin B sodium cholesteryl sulfate complex, Powder for solution for infusion,Intravenous
49241000033116,Amphocil 50mg powder for solution for infusion vials (Beacon Pharmaceuticals Ltd),Amphocil 50mg powder for solution for infusion vials,Amphotericin B sodium cholesteryl sulfate complex, Powder for solution for infusion,Intravenous
49341000033114,Amphotericin (Colloidal)  Injection  100 mg/vial,NA,NA,NA,NA
49441000033115,Amphotericin (Colloidal)  Injection  50 mg/vial,NA,NA,NA,NA
49541000033119,Amphotericin (In Lipid Complex)  Injection  5 mg/ml,NA,NA,NA,NA
49741000033110,Aminophylline 250mg/10ml solution for injection ampoules,Aminophylline 250mg/10ml solution for injection ampoules,Aminophylline,Solution for injection,Intramuscular/ Intravenous
49841000033117,Amikin 500mg/2ml solution for injection vials (Bristol-Myers Squibb Pharmaceuticals Ltd),Amikin 500mg/2ml solution for injection vials,Amikacin sulfate,Solution for injection,Intravenous/ Intramuscular
49941000033113,Amikacin 500mg/2ml solution for injection vials,Amikacin 500mg/2ml solution for injection vials,Amikacin sulfate,Solution for injection,Intravenous/ Intramuscular
50041000033116,Amitriptyline Hydrochloride  Injection  10mg/ml,NA,NA,NA,NA
50241000033112,Amphotericin B 50mg powder for solution for infusion vials,NA,NA,NA,NA
50341000033119,Ampicillin  Injection  250 mg,NA,NA,NA,NA
50641000033110,Ampicillin 500mg powder for solution for injection vials,NA,NA,NA,NA
51041000033113,Amoram  Injection  250 mg/amp,NA,NA,NA,NA
51241000033117,Amfipen  Injection  250 mg,NA,NA,NA,NA
51441000033116,"Ames  Lancets  type b, 0.65 mm/23 gauge",NA,NA,NA,NA
51541000033115,"Ames  Lancets  type b, 0.5 mm/25 gauge",NA,NA,NA,NA
51641000033119,Amphotericin B 10mg lozenges sugar free,NA,NA,NA,NA
51741000033111,Aminobenzoic Acid  Lotion  ,NA,NA,NA,NA
51841000033118,Aminophylline hydrate 225mg modified-release tablets,Aminophylline hydrate 225mg modified-release tablets,Aminophylline hydrate,Modified-release tablet,Oral
51941000033114,Amitriptyline Hydrochloride  Mixture  Sugar Free 10 mg/5 ml,NA,NA,NA,NA
52041000033115,Ampicillin 125mg/5ml oral suspension,NA,NA,NA,NA
52141000033116,Ampicillin 250mg/5ml oral suspension,NA,NA,NA,NA
52241000033111,Ammonia and Ipecacuanha mixture,Ammonia and Ipecacuanha mixture,Ammonium bicarbonate/ Ipecacuanha tincture,Liquid,Oral
52341000033118,Ammonium chloride mixture sugar free,Ammonium chloride mixture sugar free,Ammonia solution strong/ Ammonium bicarbonate/ Ammonium chloride/ Ethanol 90%/ Lemon oil/ Liquorice liquid extract/ Nutmeg oil,Oral solution,Oral
